cdo_nm,no_cm1,Em_solar_Wm2nm1,Em_surfaceW2m2nm1
1536,6510.41666666667,0.28058,0.26679
1537,6506.18087182824,0.28096,0.26558
1538,6501.95058517555,0.27338,0.26427
1539,6497.72579597141,0.27808,0.26519
1540,6493.50649350649,0.26857,0.25737
1541,6489.29266709929,0.27297,0.26141
1542,6485.08430609598,0.27536,0.26165
1543,6480.88139987038,0.27499,0.26439
1544,6476.68393782384,0.27716,0.26443
1545,6472.49190938511,0.27768,0.26922
1546,6468.30530401035,0.27722,0.26705
1547,6464.12411118294,0.27354,0.26537
1548,6459.94832041344,0.26698,0.2592
1549,6455.77792123951,0.27267,0.26568
1550,6451.61290322581,0.26961,0.26226
1551,6447.45325596389,0.27075,0.26293
1552,6443.29896907217,0.274,0.26415
1553,6439.15003219575,0.2709,0.26366
1554,6435.00643500644,0.26495,0.25727
1555,6430.86816720257,0.26712,0.26005
1556,6426.735218509,0.26292,0.25569
1557,6422.60757867694,0.27013,0.26301
1558,6418.48523748395,0.26805,0.26093
1559,6414.3681847338,0.2678,0.26054
1560,6410.25641025641,0.26546,0.25821
1561,6406.14990390775,0.26968,0.26242
1562,6402.04865556978,0.26833,0.26003
1563,6397.95265515035,0.26688,0.25917
1564,6393.86189258312,0.26307,0.25525
1565,6389.77635782748,0.26682,0.25975
1566,6385.69604086846,0.26262,0.25506
1567,6381.62093171666,0.26352,0.25566
1568,6377.55102040816,0.26042,0.24997
1569,6373.48629700446,0.26275,0.24736
1570,6369.42675159236,0.26068,0.23497
1571,6365.3723742839,0.26668,0.2285
1572,6361.32315521629,0.26694,0.23108
1573,6357.27908455181,0.26344,0.2275
1574,6353.24015247776,0.26221,0.23464
1575,6349.20634920635,0.24738,0.23294
1576,6345.17766497462,0.26031,0.2398
1577,6341.15409004439,0.2369,0.20994
1578,6337.13561470216,0.25723,0.22854
1579,6333.12222925903,0.26167,0.23005
1580,6329.11392405063,0.26381,0.23772
1581,6325.11068943707,0.26483,0.24165
1582,6321.11251580278,0.25412,0.23508
1583,6317.11939355654,0.25771,0.24051
1584,6313.13131313131,0.25449,0.24194
1585,6309.14826498423,0.26198,0.25135
1586,6305.17023959647,0.25817,0.24838
1587,6301.19722747322,0.25492,0.24579
1588,6297.22921914358,0.25048,0.24388
1589,6293.26620516048,0.23152,0.22567
1590,6289.30817610063,0.24154,0.23486
1591,6285.35512256443,0.24132,0.23503
1592,6281.40703517588,0.25286,0.24502
1593,6277.46390458255,0.25751,0.25092
1594,6273.52572145546,0.25643,0.2489
1595,6269.59247648903,0.25765,0.25083
1596,6265.664160401,0.24452,0.23751
1597,6261.74076393237,0.24854,0.23985
1598,6257.82227784731,0.25629,0.24693
1599,6253.90869293308,0.24977,0.23511
1600,6250,0.25259,0.23133
1601,6246.09618988132,0.24494,0.21691
1602,6242.19725343321,0.24857,0.2178
1603,6238.30318153462,0.24901,0.21765
1604,6234.41396508728,0.25002,0.22197
1605,6230.52959501558,0.24703,0.2301
1606,6226.6500622665,0.24748,0.23453
1607,6222.77535780958,0.24544,0.22637
1608,6218.90547263682,0.24999,0.22343
1609,6215.04039776259,0.24858,0.22088
1610,6211.1801242236,0.23312,0.21146
1611,6207.32464307883,0.24078,0.22039
1612,6203.47394540943,0.24125,0.22422
1613,6199.62802231866,0.24581,0.23047
1614,6195.78686493185,0.2435,0.23162
1615,6191.95046439628,0.24434,0.2342
1616,6188.11881188119,0.23248,0.22395
1617,6184.29189857761,0.23644,0.22798
1618,6180.46971569839,0.24415,0.2366
1619,6176.65225447807,0.24224,0.23415
1620,6172.83950617284,0.23407,0.22783
1621,6169.03146206046,0.23386,0.22765
1622,6165.2281134402,0.23702,0.23081
1623,6161.42945163278,0.24166,0.23559
1624,6157.6354679803,0.2424,0.23582
1625,6153.84615384615,0.23746,0.23109
1626,6150.06150061501,0.23958,0.23294
1627,6146.28149969269,0.24037,0.23398
1628,6142.50614250614,0.24149,0.23446
1629,6138.73542050338,0.24111,0.23456
1630,6134.96932515337,0.23655,0.22984
1631,6131.20784794605,0.23932,0.23136
1632,6127.45098039216,0.23884,0.23151
1633,6123.69871402327,0.23585,0.22614
1634,6119.95104039168,0.23276,0.22628
1635,6116.20795107034,0.23735,0.22712
1636,6112.46943765281,0.23676,0.22879
1637,6108.73549175321,0.22747,0.22064
1638,6105.0061050061,0.22708,0.21393
1639,6101.2812690665,0.22205,0.2141
1640,6097.56097560976,0.22571,0.20913
1641,6093.8452163315,0.22393,0.21348
1642,6090.13398294763,0.22402,0.21467
1643,6086.42726719416,0.22879,0.20939
1644,6082.72506082725,0.22572,0.21733
1645,6079.0273556231,0.22512,0.21216
1646,6075.33414337789,0.22899,0.21147
1647,6071.64541590771,0.2291,0.22135
1648,6067.96116504854,0.22898,0.21057
1649,6064.28138265616,0.22354,0.21261
1650,6060.60606060606,0.2284,0.21902
1651,6056.93519079346,0.22369,0.20281
1652,6053.26876513317,0.22802,0.21754
1653,6049.60677555959,0.22533,0.21661
1654,6045.9492140266,0.22654,0.20991
1655,6042.29607250755,0.2239,0.21619
1656,6038.64734299517,0.22607,0.21494
1657,6035.00301750151,0.22564,0.21613
1658,6031.3630880579,0.22532,0.2187
1659,6027.72754671489,0.22221,0.21514
1660,6024.09638554217,0.22412,0.21721
1661,6020.46959662854,0.22543,0.21774
1662,6016.84717208183,0.22421,0.21313
1663,6013.22910402886,0.22265,0.2163
1664,6009.61538461539,0.22252,0.21498
1665,6006.00600600601,0.22137,0.20607
1666,6002.40096038415,0.21853,0.17411
1667,5998.80023995201,0.22016,0.20502
1668,5995.20383693046,0.21617,0.20881
1669,5991.61174355902,0.21809,0.20939
1670,5988.02395209581,0.22208,0.21573
1671,5984.44045481747,0.22096,0.21294
1672,5980.86124401914,0.2121,0.20582
1673,5977.28631201435,0.21606,0.21052
1674,5973.71565113501,0.21907,0.21002
1675,5970.14925373134,0.21621,0.20793
1676,5966.58711217184,0.21319,0.20584
1677,5963.02921884317,0.21548,0.20668
1678,5959.47556615018,0.21585,0.20365
1679,5955.92614651578,0.21295,0.20741
1680,5952.38095238095,0.20641,0.20017
1681,5948.83997620464,0.19848,0.18936
1682,5945.30321046373,0.20341,0.1983
1683,5941.770647653,0.20893,0.20357
1684,5938.24228028504,0.21198,0.19283
1685,5934.71810089021,0.21306,0.20763
1686,5931.19810201661,0.21026,0.20476
1687,5927.68227622999,0.21123,0.19951
1688,5924.17061611374,0.21081,0.20465
1689,5920.6631142688,0.20805,0.20178
1690,5917.15976331361,0.20845,0.19991
1691,5913.66055588409,0.21203,0.18808
1692,5910.16548463357,0.21211,0.20174
1693,5906.67454223272,0.21122,0.20587
1694,5903.18772136954,0.21068,0.1995
1695,5899.70501474926,0.21055,0.20427
1696,5896.22641509434,0.20962,0.20383
1697,5892.75191514437,0.2085,0.17649
1698,5889.28150765607,0.20879,0.20207
1699,5885.81518540318,0.20804,0.20024
1700,5882.35294117647,0.20539,0.19464
1702,5875.44065804935,0.2052,0.19874
1705,5865.10263929619,0.20428,0.19275
1710,5847.95321637427,0.19894,0.18316
1715,5830.90379008746,0.20189,0.1849
1720,5813.95348837209,0.19799,0.18231
1725,5797.10144927536,0.19688,0.17367
1730,5780.34682080925,0.19309,0.16979
1735,5763.68876080692,0.182,0.15758
1740,5747.12643678161,0.19001,0.16405
1745,5730.65902578797,0.18624,0.15105
1750,5714.28571428571,0.18518,0.16162
1755,5698.0056980057,0.18509,0.14931
1760,5681.81818181818,0.18243,0.15608
1765,5665.7223796034,0.18143,0.12967
1770,5649.71751412429,0.17969,0.13831
1775,5633.80281690141,0.176,0.11213
1780,5617.97752808989,0.17553,0.098143
1785,5602.24089635854,0.17411,0.075201
1790,5586.59217877095,0.17371,0.086831
1795,5571.03064066852,0.17102,0.045864
1800,5555.55555555556,0.168,0.031112
1805,5540.16620498615,0.16884,0.014485
1810,5524.86187845304,0.16859,0.0094762
1815,5509.64187327824,0.155,0.0032093
1820,5494.5054945055,0.16,0.00096578
1825,5479.45205479452,0.16257,0.0012463
1830,5464.48087431694,0.15921,0.0000050896
1835,5449.59128065395,0.1576,0.0000062784
1840,5434.78260869565,0.15552,0.000000061337
1845,5420.05420054201,0.15288,0.0000061298
1850,5405.40540540541,0.15337,0.0000029348
1855,5390.83557951483,0.15126,0.00000027795
1860,5376.34408602151,0.14933,0.00001092
1865,5361.93029490617,0.1471,0.000016644
1870,5347.5935828877,0.14565,0.00000000026148
1875,5333.33333333333,0.13231,0.00000000044296
1880,5319.14893617021,0.14667,0.000076123
1885,5305.03978779841,0.14573,0.000043129
1890,5291.00529100529,0.14041,0.00021956
1895,5277.04485488127,0.13842,0.00012743
1900,5263.15789473684,0.14041,0.00000084916
1905,5249.343832021,0.13904,0.00000055798
1910,5235.60209424084,0.13654,0.000022726
1915,5221.93211488251,0.13611,0.000019673
1920,5208.33333333333,0.13463,0.00044451
1925,5194.8051948052,0.13447,0.00092326
1930,5181.34715025907,0.13145,0.00054474
1935,5167.95865633075,0.13243,0.0035428
1940,5154.63917525773,0.1295,0.0032357
1945,5141.3881748072,0.1195,0.010707
1950,5128.20512820513,0.12627,0.016482
1955,5115.0895140665,0.12833,0.009886
1960,5102.04081632653,0.1261,0.021569
1965,5089.05852417303,0.12291,0.028114
1970,5076.1421319797,0.12375,0.048055
1975,5063.29113924051,0.1215,0.06673
1980,5050.50505050505,0.11968,0.074234
1985,5037.78337531486,0.11902,0.081625
1990,5025.1256281407,0.11977,0.084124
1995,5012.5313283208,0.11684,0.079787
2000,5000,0.11673,0.037491
2005,4987.53117206983,0.11501,0.014747
2010,4975.12437810945,0.11512,0.039071
2015,4962.77915632754,0.11399,0.026208
2020,4950.49504950495,0.11192,0.044239
2025,4938.27160493827,0.11176,0.072779
2030,4926.10837438424,0.10969,0.08346
2035,4914.00491400491,0.10915,0.094808
2040,4901.96078431373,0.1072,0.088344
2045,4889.97555012225,0.10756,0.089636
2050,4878.04878048781,0.10592,0.066892
2055,4866.1800486618,0.10471,0.05409
2060,4854.36893203883,0.1032,0.068157
2065,4842.61501210654,0.10182,0.060962
2070,4830.91787439614,0.10095,0.064715
2075,4819.27710843373,0.10095,0.076305
2080,4807.69230769231,0.09933,0.085528
2085,4796.16306954437,0.0983,0.083847
2090,4784.68899521531,0.09754,0.087779
2095,4773.26968973747,0.09599,0.088421
2100,4761.90476190476,0.09624,0.084869
2105,4750.59382422803,0.09575,0.091771
2110,4739.336492891,0.09463,0.08832
2115,4728.13238770686,0.09385,0.090308
2120,4716.98113207547,0.09314,0.086281
2125,4705.88235294118,0.09218,0.087303
2130,4694.83568075117,0.09238,0.088422
2135,4683.84074941452,0.09112,0.088679
2140,4672.89719626168,0.09105,0.08939
2145,4662.00466200466,0.08994,0.088132
2150,4651.16279069768,0.08971,0.083369
2155,4640.37122969838,0.08888,0.083566
2160,4629.62962962963,0.08789,0.082912
2165,4618.9376443418,0.082,0.075175
2170,4608.29493087558,0.08537,0.080776
2175,4597.70114942529,0.08576,0.079257
2180,4587.15596330275,0.08464,0.080597
2185,4576.6590389016,0.08468,0.073458
2190,4566.2100456621,0.08314,0.077905
2195,4555.80865603645,0.08347,0.077833
2200,4545.45454545455,0.08279,0.070175
2205,4535.14739229025,0.0809,0.072947
2210,4524.88687782806,0.08081,0.078174
2215,4514.67268623025,0.08041,0.075189
2220,4504.50450450451,0.07999,0.076631
2225,4494.38202247191,0.07884,0.0744
2230,4484.30493273543,0.0784,0.074727
2235,4474.27293064877,0.07793,0.07329
2240,4464.28571428571,0.07651,0.07214
2245,4454.3429844098,0.07625,0.069911
2250,4444.44444444444,0.07537,0.071034
2255,4434.58980044346,0.07434,0.066865
2260,4424.77876106195,0.07409,0.066143
2265,4415.01103752759,0.07328,0.067355
2270,4405.28634361234,0.0731,0.064138
2275,4395.6043956044,0.07263,0.063309
2280,4385.9649122807,0.07139,0.065551
2285,4376.36761487965,0.07138,0.062389
2290,4366.81222707424,0.07119,0.062534
2295,4357.29847494553,0.0693,0.060603
2300,4347.82608695652,0.06964,0.058193
2305,4338.39479392625,0.0694,0.058544
2310,4329.00432900433,0.0689,0.063189
2315,4319.65442764579,0.06815,0.057528
2320,4310.34482758621,0.06763,0.051489
2325,4301.0752688172,0.06556,0.055626
2330,4291.84549356223,0.06622,0.056231
2335,4282.65524625268,0.06572,0.057362
2340,4273.50427350427,0.06522,0.045366
2345,4264.39232409382,0.0651,0.050869
2350,4255.31914893617,0.06434,0.041115
2355,4246.28450106157,0.0626,0.046988
2360,4237.28813559322,0.06307,0.049724
2365,4228.32980972516,0.06301,0.048909
2370,4219.40928270042,0.06239,0.030514
2375,4210.52631578947,0.06141,0.043704
2380,4201.68067226891,0.06181,0.042128
2385,4192.87211740042,0.05913,0.030525
2390,4184.10041841004,0.06036,0.036748
2395,4175.36534446764,0.06007,0.040199
2400,4166.66666666667,0.05974,0.043726
2405,4158.00415800416,0.05944,0.033286
2410,4149.377593361,0.05915,0.033504
2415,4140.7867494824,0.05698,0.027058
2420,4132.23140495868,0.05782,0.026358
2425,4123.71134020619,0.05733,0.032802
2430,4115.22633744856,0.05719,0.044725
2435,4106.77618069815,0.05647,0.014765
2440,4098.36065573771,0.05627,0.042926
2445,4089.97955010225,0.05556,0.020657
2450,4081.63265306122,0.05459,0.013523
2455,4073.31975560081,0.05416,0.024695
2460,4065.0406504065,0.05451,0.033157
2465,4056.79513184584,0.0543,0.024009
2470,4048.58299595142,0.0534,0.016635
2475,4040.40404040404,0.05337,0.016368
2480,4032.25806451613,0.0521,0.0079996
2485,4024.14486921529,0.05177,0.005584
2490,4016.06425702811,0.05222,0.0034957
2495,4008.01603206413,0.04889,0.0028647
2500,4000,0.05138,0.0070328
2505,3992.01596806387,0.05082,0.0015124
2510,3984.06374501992,0.0496,0.0022063
2515,3976.14314115308,0.04876,0.00051644
2520,3968.25396825397,0.04814,0.00036879
2525,3960.39603960396,0.04765,0.000041194
2530,3952.56916996047,0.0477,0.00000063279
2535,3944.77317554241,0.04712,0.00000017415
2540,3937.00787401575,0.04677,0.00000037521
2545,3929.27308447937,0.04661,0.000000000053469
2550,3921.56862745098,0.04626,0.00000000000028066
2555,3913.89432485323,0.04593,0.0000000010377
2560,3906.25,0.0454,0.000000000030842
2565,3898.63547758285,0.04516,0.000000000000015846
2570,3891.05058365759,0.04485,1.5151E-018
2575,3883.49514563107,0.04448,1.0708E-027
2580,3875.96899224806,0.0441,3.7933E-022
2585,3868.47195357834,0.04327,1.7064E-034
2590,3861.00386100386,0.04341,5.4369E-031
2595,3853.56454720617,0.04304,2.2666E-033
2600,3846.15384615385,0.04291,4.4556E-028
2605,3838.77159309021,0.0428,5.7592E-035
2610,3831.41762452107,0.0425,5.897E-034
2615,3824.09177820268,0.04228,1.1106E-037
2620,3816.79389312977,0.0419,5.6056E-029
2625,3809.52380952381,0.04058,3.8378E-028
2630,3802.28136882129,0.04116,2.8026E-045
2635,3795.06641366224,0.04096,3.8719E-016
2640,3787.87878787879,0.04022,1.1657E-016
2645,3780.71833648393,0.04018,8.9292E-019
2650,3773.58490566038,0.03996,1.4186E-019
2655,3766.47834274953,0.03959,1.3036E-027
2660,3759.3984962406,0.03948,2.588E-025
2665,3752.34521575985,0.03895,1.1045E-037
2670,3745.31835205993,0.0391,0
2675,3738.31775700935,0.03861,0
2680,3731.34328358209,0.03843,0
2685,3724.3947858473,0.03816,0
2690,3717.47211895911,0.03779,1.0178E-029
2695,3710.57513914657,0.03746,7.1014E-033
2700,3703.7037037037,0.03712,0
2705,3696.85767097967,0.03693,2.9273E-042
2710,3690.036900369,0.03668,1.1239E-035
2715,3683.24125230203,0.03656,3.8549E-026
2720,3676.47058823529,0.03638,5.6052E-045
2725,3669.7247706422,0.03613,7.3094E-022
2730,3663.00366300366,0.03601,6.0929E-019
2735,3656.3071297989,0.03574,5.5121E-021
2740,3649.63503649635,0.03553,2.3435E-027
2745,3642.98724954463,0.03538,1.3224E-023
2750,3636.36363636364,0.03518,1.6758E-028
2755,3629.76406533575,0.03486,6.7262E-044
2760,3623.1884057971,0.03455,0
2765,3616.63652802893,0.0344,2.7001E-027
2770,3610.1083032491,0.03426,8.4528E-024
2775,3603.6036036036,0.03393,4.036E-038
2780,3597.12230215827,0.03364,4.8532E-034
2785,3590.66427289048,0.03342,3.9255E-027
2790,3584.229390681,0.0332,1.2295E-016
2795,3577.8175313059,0.03293,3.6591E-016
2800,3571.42857142857,0.03276,0.0000000000016665
2805,3565.0623885918,0.03253,0.000000000000068228
2810,3558.71886120996,0.03242,0.00000000040695
2815,3552.39786856128,0.03226,0.00000000029018
2820,3546.09929078014,0.03206,0.000000000020789
2825,3539.82300884956,0.03184,0.00000017814
2830,3533.56890459364,0.0317,0.0000039475
2835,3527.33686067019,0.03145,0.00000000021533
2840,3521.12676056338,0.03118,0.00000019849
2845,3514.93848857645,0.03095,0.000041074
2850,3508.77192982456,0.03068,0.0000011708
2855,3502.62697022767,0.03043,0.00000045425
2860,3496.5034965035,0.03016,0.000025672
2865,3490.40139616056,0.02996,0.00016974
2870,3484.32055749129,0.0296,0.0000063922
2875,3478.26086956522,0.0294,0.00039663
2880,3472.22222222222,0.0294,0.00025037
2885,3466.20450606586,0.02922,0.00045906
2890,3460.20761245675,0.02907,0.0001886
2895,3454.23143350604,0.02896,0.0026982
2900,3448.27586206897,0.02881,0.00082183
2905,3442.34079173838,0.02867,0.00011237
2910,3436.42611683849,0.0285,0.0027566
2915,3430.53173241853,0.02822,0.0012742
2920,3424.65753424658,0.02804,0.0029316
2925,3418.80341880342,0.02778,0.0010973
2930,3412.96928327645,0.02757,0.0059606
2935,3407.15502555366,0.02733,0.0065725
2940,3401.36054421769,0.02714,0.0016479
2945,3395.5857385399,0.02684,0.0014673
2950,3389.83050847458,0.02668,0.0052935
2955,3384.09475465313,0.02656,0.0023655
2960,3378.37837837838,0.02638,0.0046549
2965,3372.68128161889,0.02626,0.0075313
2970,3367.00336700337,0.02612,0.00035676
2975,3361.34453781513,0.02601,0.00086499
2980,3355.70469798658,0.0258,0.0013548
2985,3350.0837520938,0.02569,0.0070495
2990,3344.48160535117,0.02554,0.010407
2995,3338.89816360601,0.0254,0.0043286
3000,3333.33333333333,0.02525,0.0079442
3005,3327.78702163062,0.02512,0.0029261
3010,3322.25913621262,0.02498,0.006932
3015,3316.7495854063,0.02486,0.0056232
3020,3311.2582781457,0.02466,0.00064143
3025,3305.78512396694,0.02454,0.0075948
3030,3300.3300330033,0.02442,0.0061491
3035,3294.89291598023,0.02421,0.002529
3040,3289.47368421053,0.02393,0.0020487
3045,3284.07224958949,0.02402,0.0042599
3050,3278.68852459016,0.02395,0.0010446
3055,3273.32242225859,0.02386,0.00029295
3060,3267.97385620915,0.02376,0.0063761
3065,3262.6427406199,0.02354,0.0029458
3070,3257.32899022801,0.02344,0.0017699
3075,3252.0325203252,0.02335,0.0060928
3080,3246.75324675325,0.02315,0.0036646
3085,3241.49108589951,0.02295,0.0017876
3090,3236.24595469256,0.0228,0.002408
3095,3231.01777059774,0.02263,0.00066266
3100,3225.8064516129,0.02243,0.0044513
3105,3220.61191626409,0.02228,0.00093203
3110,3215.43408360129,0.02211,0.00085524
3115,3210.27287319422,0.02177,0.0022932
3120,3205.12820512821,0.02174,0.0099294
3125,3200,0.02158,0.0030625
3130,3194.88817891374,0.02145,0.0058246
3135,3189.79266347687,0.02136,0.011571
3140,3184.71337579618,0.02118,0.0033603
3145,3179.65023847377,0.02107,0.0032869
3150,3174.60317460317,0.02088,0.0067457
3155,3169.57210776545,0.02083,0.0056965
3160,3164.55696202532,0.02073,0.0093294
3165,3159.55766192733,0.02066,0.014163
3170,3154.57413249211,0.02052,0.012645
3175,3149.6062992126,0.02047,0.0093252
3180,3144.65408805031,0.02032,0.01073
3185,3139.71742543171,0.02024,0.0081644
3190,3134.79623824451,0.02019,0.0042817
3195,3129.89045383412,0.02008,0.0027197
3200,3125,0.01994,0.0004428
3205,3120.1248049922,0.01986,0.0003128
3210,3115.26479750779,0.01976,0.00013768
3215,3110.4199066874,0.01962,0.00050237
3220,3105.5900621118,0.01954,0.0016245
3225,3100.77519379845,0.01942,0.00020066
3230,3095.97523219814,0.01938,0.00034404
3235,3091.19010819165,0.01926,0.0073625
3240,3086.41975308642,0.01921,0.0037816
3245,3081.66409861325,0.0191,0.00074096
3250,3076.92307692308,0.01909,0.0026308
3255,3072.19662058372,0.0189,0.010029
3260,3067.48466257669,0.0188,0.001236
3265,3062.78713629403,0.0187,0.0024686
3270,3058.10397553517,0.0186,0.0012292
3275,3053.43511450382,0.01848,0.0059758
3280,3048.78048780488,0.01837,0.002889
3285,3044.1400304414,0.01832,0.011223
3290,3039.51367781155,0.01826,0.008831
3295,3034.90136570561,0.01803,0.0012337
3300,3030.30303030303,0.01792,0.0017944
3305,3025.71860816944,0.01786,0.0039746
3310,3021.14803625378,0.0177,0.0039565
3315,3016.59125188537,0.0176,0.000016269
3320,3012.04819277108,0.0173,0.000060496
3325,3007.51879699248,0.01728,0.0035486
3330,3003.003003003,0.01713,0.0047014
3335,2998.50074962519,0.01703,0.009147
3340,2994.0119760479,0.01685,0.0034903
3345,2989.53662182362,0.01678,0.0035722
3350,2985.07462686567,0.0166,0.0080998
3355,2980.6259314456,0.0165,0.0036642
3360,2976.19047619048,0.01636,0.0052892
3365,2971.76820208024,0.01629,0.0072591
3370,2967.3590504451,0.01618,0.003977
3375,2962.96296296296,0.01611,0.0085388
3380,2958.5798816568,0.01601,0.0051624
3385,2954.20974889217,0.01598,0.007565
3390,2949.85250737463,0.0159,0.0099552
3395,2945.50810014728,0.0158,0.0096446
3400,2941.17647058824,0.01564,0.012638
3405,2936.85756240822,0.01565,0.0045061
3410,2932.55131964809,0.01554,0.0071547
3415,2928.25768667643,0.01547,0.0073543
3420,2923.97660818713,0.01543,0.013305
3425,2919.70802919708,0.01532,0.010112
3430,2915.45189504373,0.01522,0.008781
3435,2911.20815138282,0.01515,0.011673
3440,2906.97674418605,0.01505,0.0081181
3445,2902.75761973875,0.01502,0.011434
3450,2898.55072463768,0.01492,0.011267
3455,2894.35600578871,0.01488,0.0083938
3460,2890.17341040462,0.0148,0.012657
3465,2886.00288600289,0.01476,0.0099163
3470,2881.84438040346,0.01466,0.012386
3475,2877.69784172662,0.01456,0.011051
3480,2873.5632183908,0.01448,0.011335
3485,2869.44045911047,0.01445,0.012212
3490,2865.32951289398,0.01436,0.01052
3495,2861.23032904149,0.01432,0.012383
3500,2857.14285714286,0.01423,0.012032
3505,2853.06704707561,0.01415,0.011923
3510,2849.00284900285,0.01405,0.012077
3515,2844.95021337127,0.01402,0.011598
3520,2840.90909090909,0.01393,0.012226
3525,2836.87943262411,0.01389,0.011523
3530,2832.8611898017,0.0138,0.011217
3535,2828.85431400283,0.01376,0.0095305
3540,2824.85875706215,0.01367,0.0091011
3545,2820.87447108604,0.01366,0.0096154
3550,2816.9014084507,0.01357,0.010616
3555,2812.93952180028,0.01345,0.0091245
3560,2808.98876404494,0.01336,0.010872
3565,2805.04908835905,0.01336,0.010928
3570,2801.12044817927,0.01325,0.0083951
3575,2797.2027972028,0.01318,0.0087028
3580,2793.29608938548,0.01308,0.010255
3585,2789.40027894003,0.01305,0.0092282
3590,2785.51532033426,0.01298,0.0095145
3595,2781.64116828929,0.01294,0.0097329
3600,2777.77777777778,0.01285,0.010328
3605,2773.92510402219,0.01283,0.010425
3610,2770.08310249307,0.01274,0.0095385
3615,2766.25172890733,0.01272,0.0095318
3620,2762.43093922652,0.01264,0.011686
3625,2758.62068965517,0.01261,0.010302
3630,2754.82093663912,0.01251,0.010016
3635,2751.03163686382,0.01249,0.010362
3640,2747.25274725275,0.0124,0.011549
3645,2743.48422496571,0.01236,0.010663
3650,2739.72602739726,0.01228,0.010183
3655,2735.9781121751,0.01222,0.011042
3660,2732.24043715847,0.01215,0.010978
3665,2728.51296043656,0.01215,0.010313
3670,2724.79564032698,0.01204,0.0079464
3675,2721.08843537415,0.01203,0.0048569
3680,2717.39130434783,0.01189,0.0083789
3685,2713.70420624152,0.01183,0.0094906
3690,2710.027100271,0.01177,0.0097458
3695,2706.3599458728,0.01172,0.010188
3700,2702.7027027027,0.01155,0.010937
3705,2699.05533063428,0.0116,0.010827
3710,2695.41778975741,0.01151,0.009413
3715,2691.79004037685,0.0115,0.0092731
3720,2688.17204301075,0.01144,0.010429
3725,2684.56375838926,0.01143,0.010751
3730,2680.96514745308,0.01134,0.0093169
3735,2677.37617135208,0.01128,0.008626
3740,2673.79679144385,0.01108,0.0088923
3745,2670.22696929239,0.01108,0.01038
3750,2666.66666666667,0.01104,0.0093341
3755,2663.11584553928,0.011,0.0090336
3760,2659.57446808511,0.01094,0.0089041
3765,2656.04249667995,0.01093,0.0085891
3770,2652.5198938992,0.01086,0.0091649
3775,2649.00662251656,0.0108,0.0090918
3780,2645.50264550265,0.01074,0.0096158
3785,2642.00792602378,0.01073,0.0088498
3790,2638.52242744063,0.01063,0.0077891
3795,2635.04611330698,0.01062,0.0089056
3800,2631.57894736842,0.01053,0.0098988
3805,2628.1208935611,0.01053,0.0093414
3810,2624.6719160105,0.01043,0.0082771
3815,2621.23197903014,0.01041,0.0077867
3820,2617.80104712042,0.01034,0.0096908
3825,2614.37908496732,0.01033,0.0095402
3830,2610.96605744125,0.01025,0.0096268
3835,2607.56192959583,0.01021,0.007719
3840,2604.16666666667,0.01015,0.0090066
3845,2600.78023407022,0.01013,0.0088097
3850,2597.4025974026,0.01005,0.0088569
3855,2594.03372243839,0.01003,0.0085365
3860,2590.67357512953,0.00994,0.0080197
3865,2587.32212160414,0.00991,0.0081248
3870,2583.97932816537,0.00983,0.0073839
3875,2580.64516129032,0.00983,0.0067832
3880,2577.31958762887,0.00975,0.0065543
3885,2574.00257400257,0.0097,0.0067926
3890,2570.6940874036,0.00971,0.0069028
3895,2567.39409499358,0.00962,0.0074983
3900,2564.10256410256,0.0096,0.0079487
3905,2560.81946222791,0.00959,0.00795
3910,2557.54475703325,0.00952,0.007156
3915,2554.27841634738,0.0095,0.007007
3920,2551.02040816327,0.00941,0.0069665
3925,2547.77070063694,0.0094,0.0068714
3930,2544.52926208651,0.00932,0.0070699
3935,2541.29606099111,0.0093,0.0073743
3940,2538.07106598985,0.00923,0.0074228
3945,2534.85424588086,0.0092,0.0075613
3950,2531.64556962025,0.00911,0.0076475
3955,2528.44500632111,0.00908,0.0077399
3960,2525.25252525253,0.00902,0.0077679
3965,2522.06809583859,0.00901,0.0078253
3970,2518.89168765743,0.00893,0.0076997
3975,2515.72327044025,0.00891,0.007528
3980,2512.56281407035,0.00884,0.0074049
3985,2509.41028858218,0.0088,0.0074503
3990,2506.2656641604,0.00878,0.0073894
3995,2503.12891113892,0.0087,0.0072263
4000,2500,0.00868,0.0071199
